countryname,countrycode,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,gdp2017
Papua New Guinea,PNG,2373.51982984815,2535.48309888795,2815.01559967644,3244.67832744884,3351.41980873811,3158.52622243789,3315.96550588302,3104.60937204369,2910.65122000106,2888.6113678869,2744.89941377556,2672.53872533314,2601.76403341937,2592.43972755485,2597.8123987383,2695.61793152071,2691.1709144428,2918.71582070434,2841.83903549554,2965.22658854623,3191.58040768079,3155.4035683482,3230.31872154717,3282.46375375632,3709.08164491915,3824.72982235069,3806.25573274669,3824.54684946704
Paraguay,PRY,7951.19450299292,8020.24435235328,7955.14051233549,8147.19208322911,8378.7769604695,8744.34893558435,8681.659898674299,8850.731351605869,8667.123364903349,8371.682061023659,8014.8393658997,7795.21805899151,7649.25894870374,7838.41074263919,8019.46648582197,8060.88846090333,8323.008907798931,8651.65159910595,9078.62782204358,8935.926257267331,9800.512184139539,10080.7389019468,9892.169918898509,10581.3288680078,10948.6202646072,11138.7773453079,11470.2751885803,11915.5863806334
Peru,PER,5312.68466380626,5319.34129917013,5184.96718005874,5351.59457057836,5899.56378313479,6226.24561072588,6295.16040099122,6598.58522565649,6475.63281459328,6479.47409723144,6563.26793490643,6516.69315631403,6784.22222700922,6978.57006145194,7234.49054162089,7595.27184649886,8067.89867793666,8649.080663026371,9323.353938210699,9308.674788750101,9956.55663668307,10449.0932552031,10943.9192691962,11430.2557839627,11547.8342162709,11770.0344482345,12082.1680106024,12236.8013398074
Philippines,PHL,4010.20282413001,3889.0051274397,3808.17056970907,3796.88243874317,3871.3541224904,3959.66666849811,4096.67558199664,4213.64034981107,4097.97779369573,4133.40251323246,4224.11322575336,4255.04273846139,4318.73732977873,4441.67532432895,4647.01093366237,4778.97121992308,4941.59893103937,5181.00346756891,5309.44218815207,5284.86526064266,5596.8372879546,5707.20484246942,5988.80438778225,6306.74606638475,6585.8959486729,6874.58256556192,7233.20610321343,7599.18806044601
Poland,POL,10276.5733299682,9521.780496503119,9731.36115631266,10069.4950860706,10580.1046331461,11300.2710804927,11975.5672031304,12740.7926723475,13323.9707346132,13943.6551893679,14732.4819975514,14920.4597322179,15232.1301462194,15785.4208615325,16605.8184287535,17193.5237317708,18267.5880180759,19563.2976317127,20391.9002245226,20952.8016743906,21770.6444359772,22850.6388460286,23218.1112952256,23555.4962149534,24355.3952737249,25307.2455311155,26093.5192486838,27344.0946820905
Portugal,PRT,20166.9279938074,21096.4284610415,21342.8565638582,20881.2060699675,21026.0209145347,21850.740004652,22529.9200028742,23422.3363670727,24420.9481126354,25227.3885769824,25999.490687324,26318.4781605115,26375.9645090982,26031.6494368752,26439.9331827642,26593.2855513384,26957.6363702978,27575.2367634059,27590.3749475111,26743.1979904258,27238.4606724422,26780.2149060404,25805.8498346706,25654.6144484694,26023.6978492184,26607.8329688632,27205.9178026354,28034.6261925797
Puerto Rico,PRI,22227.1844890834,22579.0914562659,23457.7153730005,24341.3525584424,25125.7963064436,26027.2254325748,26332.3432957974,27361.9218033867,28709.7391180892,30105.9848363114,31005.1757930207,32892.166032201,33150.8380086608,33147.7934545078,36040.4112393733,35375.2998257595,35024.7199795488,34820.7718713434,34379.7377220845,33892.8481363725,33924.0641516911,34195.6510701376,34622.060371829,34913.6331753494,35066.0568593182,35314.5413489212,35527.9382209479,35532.6515572661
Qatar,QAT,,,,,,,,,,,108323.903919171,108055.00605731,110654.497057,107615.895528265,116418.226456965,109802.358599659,118585.157547533,118831.655399334,119723.100711958,117064.859658008,125140.838348001,129349.916351584,125302.08000142,122636.921618451,120860.06755829,119872.581981261,118222.426907505,116931.986252432
Romania,ROU,11367.7204304764,9985.58280913534,9192.80347129204,9346.05840834035,9727.671797533039,10443.1608421079,10878.5899760945,10384.5149110728,10188.8314748767,10163.8630873414,10420.7771484823,11158.1298062022,11953.4238465888,12705.0714030959,13845.7029792804,14512.6779749104,15774.9303113727,17108.5572484368,18832.9299749799,17868.0745477818,17469.1479295388,17907.6474860581,18361.1768077413,19077.1891132339,19801.9145436387,20665.5980387726,21782.0927612916,23504.6550992012
Russian Federation,RUS,20639.000535974,19553.5855977829,16704.93382574,15274.2205856376,13370.8533518986,12813.3966776832,12370.0959893354,12564.0309592216,11917.8464620528,12719.8928946552,14050.851335184,14829.0829751764,15604.1494910555,16818.7426277435,18098.3670811063,19325.9357374404,20970.1899029814,22798.9708291491,24005.9966846059,22121.8524916504,23107.7852212724,24310.043965548,25156.4209403579,25551.0899736271,25284.5862019817,24516.5499502675,24416.6238783996,24790.3660507181
Rwanda,RWA,874.387237930933,874.64807106686,974.361529222424,952.478221271263,497.140799241076,680.987921624906,744.294648926221,794.473012872552,799.0155005278471,774.55195293943,794.158632059739,830.126282160609,916.87333567906,921.505935115718,974.631915111856,1045.4861398635,1115.30543060712,1170.36442231603,1266.11471030462,1309.36997889445,1368.12774536975,1436.86893683665,1524.07167923238,1556.05953863996,1633.34091528951,1734.73100053994,1794.06846812725,1857.41183547356
Samoa,WSM,3649.14421710174,3538.92150781071,3499.97485760478,3607.8028442415,3483.1545860667,3685.7138859349,3924.34102380455,3928.60445890796,3996.65968509499,4065.81184560866,4325.83063247326,4600.84326162759,4773.08187745925,4958.28384254308,5155.13506777507,5335.14944665353,5405.19089100326,5709.36149156864,5728.00913068809,5414.23928550108,5399.89309631838,5667.49053435576,5644.29286051597,5489.78709389587,5522.08827684454,5559.74372606785,5916.63287774413,6035.98775224474
San Marino,SMR,,,,,,,,65352.6857328538,69499.6480480859,74921.50738564431,75678.50280317089,78890.0387548759,78148.9015398522,80118.5270267576,82713.8283499934,83600.0479394576,85726.8000200977,90727.20951385111,91087.9241320758,78444.72811961301,73862.3374374501,66053.1105030725,60282.5438119031,57750.4587733765,56610.3271007311,56426.4500255263,57245.7832209094,57761.757975692
Sao Tome and Principe,STP,,,,,,,,,,,,2017.58023610758,2018.96133789194,2101.16706198186,2130.04951216315,2227.48914256922,2374.12640919966,2394.66376694361,2531.52812872415,2533.74792288632,2641.51394847294,2695.62954237131,2718.16354288886,2785.73404562888,2902.69337151762,2947.51097130132,3003.76844608335,3052.71374319686
Saudi Arabia,SAU,42457.1148948899,47262.8993595535,47702.4016536937,45784.878901365,44905.8566246399,43980.9003873899,44207.1238183259,43838.0951503796,44251.4739375195,41721.7252992891,43071.4498323186,41472.8533435565,39194.7723897255,42344.4109183262,44390.9576260442,45538.4979692735,45527.2678008895,45130.1395601036,46678.5535324512,44481.4717570939,45421.2284797446,48524.6324875473,49658.6526994629,49537.5857290988,49958.4433361471,50723.7126450691,50423.0134931014,48985.5538210823
Senegal,SEN,2314.33304954494,2302.17331143792,2261.0957162479,2223.37623491407,2160.31312767075,2215.17305239655,2202.46606975526,2216.33299058849,2291.77837190699,2379.74169166494,2396.71038624165,2444.5606926851,2398.47552404544,2493.03838022359,2570.75065114064,2644.02311727814,2637.49375784693,2693.90078244017,2727.28462713957,2707.38257664288,2724.53822741168,2684.32593836259,2738.79340391015,2732.95917194005,2828.41405589922,2921.94688451736,3016.40529118383,3142.68272980243
Serbia,SRB,,,,,,7393.07918874124,7579.9647296205,8147.3457103846,8377.074217414,7386.23373392478,7984.81983866812,8397.906570531941,9003.77669000443,9421.352204742119,10297.6554129535,10900.8900125833,11480.5611467668,12206.0139787354,12915.9391086978,12563.76126912,12688.098216162,12967.8919942749,12898.6784079784,13294.932980916,13112.8820115649,13277.7728318793,13720.8626954723,14051.6731997266
Seychelles,SYC,14216.5298976404,14415.6709830086,15377.3130604256,15993.4303983737,15448.3363262815,15097.1940013843,15608.9013551796,17272.0949576041,18360.9216606183,18340.8281570606,18453.1097708874,18018.2413480849,17687.6411169656,16835.7729500781,16416.5608678926,17812.2799483131,19086.4536945142,20968.2166760999,20064.3023983281,19764.8070873945,20365.1189331513,22556.5825709346,22618.012385661,23540.3803788991,24221.1442592803,24856.5599036553,25630.7100889485,26656.9525249887
Sierra Leone,SLE,1250.57519313636,1272.61239760062,1032.05733852267,1052.08109502134,1037.29523169338,956.279138162713,971.339346125601,909.346645350084,915.333278481569,880.201712915465,912.7425576418,823.286273191909,994.99243577023,1036.96533977264,1056.58440881527,1061.51022420661,1070.3476085685,1124.5411813087,1156.41938301934,1165.8879265015,1199.98985027227,1246.25278946725,1402.69709442688,1655.12177901137,1692.1420670707,1314.27372771108,1363.86357140263,1391.01466236182
Singapore,SGP,34344.6722955869,35613.3981577913,37008.8239667746,40247.5029884157,43266.1389298669,44921.3376646732,46380.8844210891,48568.0509923276,45901.1508583608,48311.2941197413,51706.4348232877,49851.0792733017,51478.6851072858,54560.5445061343,59027.0126274951,61973.6852211441,65386.1354632428,68432.6855468307,66046.14738518,63697.2914292975,72115.83950145041,75113.2045300368,76285.5699220258,78896.6126956642,80903.5346542296,81741.096935529,82621.50318266881,85535.3832002
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,32875.2757842077,34108.5967363547,36340.2446386765,35563.848823182,34092.6521856189,33640.7957676896,32820.0878151,32017.7666381359,
Slovak Republic,SVK,,,11632.7452578559,11808.7592663138,12492.232110929,13183.5792114244,14044.6526477464,14869.3393686783,15445.1403959532,15397.7452264693,15605.1961129724,16152.2710836105,16888.9431922391,17815.829837356,18756.5539505275,20020.8375943888,21712.1783648146,24049.9833717541,25382.1684009197,23973.8413853129,25159.0775487579,25835.0047572051,26218.4716043616,26580.7178548938,27285.284673711,28397.4107219706,29247.215757852,30132.9204821976
Slovenia,SVN,,,,,,18431.0451867231,19091.0675739613,20094.4571077514,20800.0059679542,21881.4361908644,22723.3270446698,23356.7055188022,24222.7057674997,24896.119087735,25962.9085086601,26955.4759051744,28389.3382006689,30190.723646843,31137.7763671714,28451.5455225073,28678.3726303687,28804.7015194266,27976.9163065514,27622.6855482922,28417.656441512,29037.7416756681,29930.037038675,31406.3100733958
Solomon Islands,SLB,1883.1797663852,1940.77799641011,2126.08982086512,2148.74669131517,2280.66471399016,2399.5077687336,2370.42684864567,2271.87104175466,2249.08357133397,2177.49921113033,1816.73479963519,1627.43620992124,1540.40435032627,1598.27708882224,1634.29799975732,1680.5064933165,1754.17545034114,1838.59286276945,1924.00150639882,1791.82856104399,1871.36936977315,2071.89210075339,2119.46798825638,2137.00397466125,2139.56076795347,2149.22164743384,2179.23213663509,2205.92322032157
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,9699.88997168429,9381.98162139068,8966.32387626779,8865.22068247133,8944.98518577291,9031.80782886308,9242.22792721256,9317.775150219861,9213.45075277437,9290.797182227279,9539.264585323879,9658.126669519101,9878.960173321409,10037.4185858659,10364.3582689385,10783.1843903557,11261.9628917603,11741.3576122084,11989.8640407463,11676.0501866352,11887.8050437981,12118.7382284908,12215.2523802112,12339.7346825664,12389.7149129613,12377.6608521388,12286.696506841,12294.4730979882
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,3373.9613892905,1550.26928420213,1940.42850601065,1935.87940008879,1875.38006599798,1569.88834552626,
Spain,ESP,23758.7280977593,24301.6921936592,24407.675543355,24030.9776596201,24486.8229291387,25051.2336818993,25614.3894951727,26448.3786561369,27473.3069596232,28589.3085949046,29967.1314474464,30950.5732327814,31395.2760183926,31815.4213391699,32261.4444925784,32901.9877322306,33700.8521141386,34329.6470032958,34163.9463911854,32652.5121822546,32507.0939660629,32068.2709273108,31109.1874649142,30678.9172969914,31195.4052422035,32357.4740440962,33356.2233860542,34269.1640457649
Sri Lanka,LKA,3612.33859642717,3733.28333278591,3853.38769253956,4076.09297138386,4263.97379552557,4461.81870977977,4599.85577716575,4866.84295029772,5069.66192251249,5259.81420500811,5541.90981278655,5418.43877128272,5590.03709456506,5874.01944715306,6143.59289697886,6476.24019468046,6921.24604268581,7339.19717727038,7723.23934274752,7945.07192952228,8529.57219235867,9193.35988411261,9980.022706720751,10238.7122615719,10646.8022686331,11079.7108348115,11445.4645275355,11691.2851731181
St. Kitts and Nevis,KNA,15263.0972656015,14913.1870796216,15418.9766926861,16276.9330792978,16926.6272747638,17622.3759901638,18444.778266015,19490.8250938366,19189.90720979,19583.6625720263,21359.6843484306,22236.2719644498,22467.4087541272,21388.6185036358,21948.0157151903,23758.9499782578,24154.5257655493,23864.2931686909,25135.3841405638,24024.2708079892,23414.8427747185,23575.4529843265,23160.3513140874,24160.7519889403,25352.0376868333,25634.3769493471,25973.4483056506,26028.6916910126
St. Lucia,LCA,9602.21630149985,9517.305081298349,10126.5657565367,10072.4217667441,10128.4462614872,10175.4290545802,10337.1444055253,10137.7744435083,10625.5538432386,10773.5304059832,10655.04061092,10209.4597482394,10161.978914954,10522.9538455369,11196.7096999413,11053.9978323051,11626.8146144035,11653.6873469162,12132.5439091048,11876.0642783152,11788.48743459,12115.1135797137,11969.8061289864,11755.9479850114,12122.2868240205,11955.7601295894,12301.9276731772,12712.3720615518
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,5576.14890569998,5623.31661084892,5971.45322372375,6220.17534109538,6140.46202099942,6617.84553782393,6705.94052713964,6945.6018816823,7235.13424584391,7434.16595218545,7554.76470243271,7677.49158795468,8150.90974466758,8761.171150500501,9107.74209713737,9318.46317404478,10019.8811264098,10341.5076611059,10494.0103411324,10265.4594518142,9915.57761891195,9871.64857733634,10009.3063096216,10193.5397588881,10313.7651110549,10442.7803340513,10630.8133644071,10697.4508276002
Sudan,SDN,1743.44603933143,1826.26944582026,1896.33056430382,1931.63384416687,1900.0375317416,1960.64967066524,2021.00034802078,2173.92827609986,2205.5043257732,2211.32199350847,2286.65869110256,2367.773088547,2449.97833236488,2566.53408525189,2593.43288263893,2712.89040420772,2907.36095611183,3158.47797249906,3317.85603979627,3338.22897790026,3366.09626107549,3631.66345577089,4097.06862211094,4177.33565333641,4188.33481399507,4290.37224949542,4386.35257858328,4466.50675475659
Suriname,SUR,10358.0174491456,10439.2854378475,10293.9390999939,9441.747155855101,9606.441487407479,9461.670696946991,9422.255268501691,9830.057975410469,9934.00966713985,9680.771902830529,9771.35303642594,10067.7289283587,10235.9826623344,10763.0241305521,11552.5455770456,11943.785122019,12502.1929748295,13000.5180788216,13396.8923636393,13656.092077876,14211.4620387478,14887.814225339,15132.1280078645,15419.1804139492,15306.5666991643,14643.3371185485,13701.1960905202,13807.8611276661
Sweden,SWE,30933.2860301659,30371.0688653031,29843.6356701559,29057.9099041904,30031.485947396,31076.5565434866,31498.0873532331,32393.1296462866,33743.5827802602,35244.7426961343,36854.4557022345,37330.2865814049,37980.55437087,38742.2460425169,40257.4723311152,41226.8466472879,42917.5292394198,44050.9738912859,43465.6546847086,40862.5121499811,42988.8052058718,43808.5011571571,43355.8077615201,43522.3512150498,44213.8779689315,45698.4950627754,46339.1244222001,46681.1714804268
Switzerland,CHE,48181.7557750506,47147.5392941208,46610.189795911,46129.4418063966,46344.2603525896,46256.9705907555,46301.8330422132,47271.3555292296,48540.2729292941,49128.0335737854,50775.9763390062,51117.8874407516,50815.1531556825,50459.5029062084,51505.0923669791,52770.4689302242,54531.9936996731,56269.1565026942,56755.8381307405,54805.5792896896,55866.3050707537,56183.8325850081,56149.6708620093,56535.7400477582,57218.0279263612,57324.6790708698,57610.0084565372,58004.4309290399
Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,3661.39980221021,3327.76113353381,2318.80403830758,1906.93826117516,1478.11150766863,1275.52289675198,1047.10241322698,1049.4967647908,1089.21161133466,1112.29309720449,1185.24536971984,1276.03268780064,1387.88166480034,1509.31512044307,1632.09630650861,1704.64723915004,1786.64221657745,1884.41891752872,1989.71532334443,2022.05627040703,2106.32620063482,2211.75382192544,2324.07040382929,2440.27490894897,2546.33522175171,2640.6245848597,2761.92341221635,2910.21274769655
Tanzania,TZA,1529.99610360886,1511.03135016876,1469.44699933685,1438.14278709992,1414.49041187655,1421.55476223089,1445.20126741548,1457.30421497864,1473.42247052132,1506.21154142842,1533.57310598529,1583.28509699066,1649.26656735203,1710.00060064821,1785.49872320179,1862.57550187916,1924.55523313291,1991.75734138307,2039.62290418498,2080.18611027482,2143.28442746329,2236.41535538438,2265.18007790652,2344.70790980803,2426.12053762067,2497.07901777239,2587.43362084232,2679.36891771653
Thailand,THA,6650.4397381059,7134.41910023195,7633.86424249786,8189.1192319409,8763.39935788519,9381.023733393589,9802.57719654396,9421.133108660189,8598.287025330859,8889.05799541052,9189.06078089889,9417.998254333501,9914.4303535827,10547.8982172169,11134.141346242,11525.3773939815,12024.6718264241,12607.081108633,12757.1578402025,12605.373118766,13486.5624149548,13535.1332681194,14448.3050078354,14771.4667544542,14857.202932021,15252.2282530581,15705.8065994744,16279.2229217917
Timor-Leste,TLS,,,,,,,,,,,3307.30021668498,3527.80591604498,3174.06580835061,3015.63611928357,4769.76465961863,6293.27620252816,8728.15690058602,9039.039500015801,9822.11576226493,9109.822770733221,8860.5523117924,9717.08155215746,9976.810117490309,8672.22257527458,6262.83852405877,7398.61649825547,7297.02399205292,6569.96033227838
Togo,TGO,1294.14952403989,1253.53488350841,1176.05209149531,976.016718391221,1095.64016208661,1151.08590025217,1217.41705277919,1350.59131099942,1278.78688782703,1270.68883487531,1224.03948701975,1170.81789513729,1129.16178506486,1154.34660916398,1148.30859555661,1131.46984311694,1146.1584391577,1141.21231641902,1155.88409244423,1187.39168698811,1226.39931525889,1270.4188963453,1317.99084015188,1362.11926456943,1405.64898807866,1448.71982914359,1484.65688733624,1511.95242751629
Tonga,TON,3574.19523187212,3796.29628853828,3799.3662634392,3935.28944943856,4122.0402403661,4264.23250501644,4251.70185113893,4230.4793590789,4327.15612525963,4474.11979925592,4601.73819141637,4741.90785017165,4875.69656778435,4948.32097085783,4900.63075459436,4946.88130817517,4875.43432264969,4641.84217568518,4755.61025755074,4836.41788299956,4984.19362951029,5101.45600452365,5128.53417996375,4950.70925199794,5031.62995127747,5189.84245337396,5327.26719960567,5425.62062501365
Trinidad and Tobago,TTO,12255.413887361,12502.1845501497,12220.9296458183,11976.329542352,12344.7553299633,12871.4600952722,13752.9180863345,14760.3873221116,15936.0418985146,17184.4867835211,18323.9582557335,19021.8496407212,20443.8786360699,23283.0229313513,25007.6683971233,26429.3452896891,29777.5670405094,31047.5348433621,31951.0205951647,30403.8100260763,31260.9070546411,31012.7164187128,31254.7887376558,31405.4462772191,31181.8211999498,31524.5886261755,29540.8743021682,28763.0707660781
Tunisia,TUN,5614.9383832106,5706.03366485327,6018.76666380854,6023.37956185213,6095.68212700259,6131.29760262048,6468.61699834668,6727.4544995209,6963.76080166337,7305.14699086897,7573.92921259656,7791.95555780265,7832.08084468383,8138.21105416286,8578.441654956139,8802.943118243889,9179.48914582559,9698.42363931683,10003.2994929286,10195.576513237,10436.3655998628,10120.6771726065,10404.2240863288,10579.1228847912,10767.0276518537,10765.8862472411,10761.5145274606,10849.2973861625
Turkey,TUR,11400.1761715141,11289.9079112929,11665.2112498573,12357.1794472265,11594.0168392119,12310.1997150963,13010.2546377502,13776.0542885619,13874.0786283046,13197.7478594113,13862.0530193478,12842.3582703622,13468.488144894,14020.9363123262,15161.6098692745,16309.6791604319,17250.7758729146,17901.4794494883,17836.8008992598,16783.4411174488,17959.2563474206,19660.8871491129,20282.0219584775,21650.7513289656,22401.870877537,23388.4741018446,23756.4741030879,25134.6144239339
Turkmenistan,TKM,8316.756976800751,7713.44219358594,6372.93651603837,6289.59880030189,5069.65858979737,4600.95057556818,4818.17802151597,4202.47720460623,4441.33465526098,5113.1523720177,5333.08924150312,5506.28863510048,5465.45838492272,5588.66585244217,5808.66339495376,6495.00425571618,7124.61084554834,7815.00851870301,8844.633508901279,9248.88654876926,9942.426955921201,11212.5385130967,12235.3686156727,13236.0396490193,14332.3657698371,14992.3231371601,15648.3731140805,16389.0233128331
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,2353.71576207675,2425.19642335199,2477.50656882962,2566.10877483324,2819.52418251664,2666.81539580507,2500.79241269203,2744.72505900729,3160.31176019101,3097.90822557841,3043.41445692185,3063.23022700405,3262.61294325364,3111.22855620029,3029.76319381411,2876.5779550709,2906.22380408069,3058.80034422878,3272.0068380223,3096.71525808925,2986.44985588888,3181.60172302733,3031.89896826432,3143.11011437206,3159.48606505392,3419.20346835308,3492.497412426,3575.10382120986
Uganda,UGA,769.452484131556,785.107414489362,785.285690687382,823.19699127766,848.094973907884,916.244865825204,968.643605394131,987.138324974334,1004.0660307143,1051.31204130716,1049.77862479986,1067.96120331197,1122.249626002,1154.20071130365,1190.5744409062,1222.7032158823,1308.42164438425,1370.27459538552,1439.11054752477,1485.02708520148,1515.86641152128,1602.54481121908,1608.43979938337,1610.8109132868,1637.27508138464,1665.94990533102,1689.08848457487,1698.06127376978
Ukraine,UKR,10463.9599550096,9563.882135731121,8611.474558726641,7382.2997222315,5717.52856925436,5059.82291520728,4594.43233101207,4497.39027526063,4451.54794416577,4484.73300625804,4797.38027699732,5291.85927037009,5625.26499727842,6210.75509130761,7015.82283341774,7279.25900298855,7873.88391738588,8522.496102113621,8766.194221396079,7505.67775746055,7824.49845171438,8281.867126123519,8322.17303436674,8338.91505034601,8243.47351509088,7464.93983359294,7678.05369850508,7906.54030108419
United Arab Emirates,ARE,110432.464978755,105171.409619111,102615.170341809,98224.51647473341,99529.78072310251,100976.945075028,101754.295697613,104829.027296031,100018.103763662,97753.82842037349,102634.924267984,98716.97042072751,95894.9144255935,97790.1774033015,98076.5331608514,91798.2599095519,88086.35737935059,78830.2766449812,71314.6688194048,60769.8610283776,57232.6180757649,58363.6782159597,59419.0894908505,61688.3802986273,63943.1858285789,66569.40341444169,67705.9493287962,67293.4827590288
United Kingdom,GBR,26803.6930200154,26430.5967141006,26457.7939645307,27061.4062215652,28039.9224063962,28656.5235723378,29309.2894049483,30414.4369646785,31277.5062458005,32176.1612334331,33236.1717330884,33950.789050711,34638.3102621259,35624.0818745365,36259.513407317,37126.349338819,37759.598347433,38349.700155137,37869.2629742833,36009.9804229035,36508.7801742556,36820.321718188,37094.3126260054,37600.7992808045,38418.586445095,39009.7348938003,39425.1958826979,39883.8207310329
United States,USA,37070.9495084506,36551.7806604914,37330.0099168139,37852.5784816664,38900.9528053714,39485.6595304703,40510.432924515,41821.5882015877,43176.3535853193,44683.1796269974,45996.9954823763,45988.4907401369,46377.6112957731,47271.2878654242,48608.9015116597,49774.0792487801,50610.9888093669,51023.5636284195,50395.8298232463,48569.4224018077,49479.2515312129,49883.1168594003,50632.4463664915,51208.8953802574,52080.7955704719,53187.5764401249,53631.760716085,54470.7998096041
Uruguay,URY,9840.72006960593,10117.1970180029,10840.7182917612,11047.2267212178,11764.799239075,11511.0894044124,12066.2496722137,13005.6389870427,13506.1112871007,13175.4431765249,12874.7647617009,12358.0449959712,11400.2243296105,11499.4096368469,12080.4562556148,12975.7564778626,13485.5548667809,14330.2947195051,15307.8579539355,15900.8292562752,17082.4046586765,17904.7458255325,18477.3791250118,19270.5760959696,19827.5649886027,19831.4458985188,20093.6322583515,20551.4094200387
Uzbekistan,UZB,3071.02264741918,2991.44616540407,2594.85200674681,2478.20937624783,2303.67220320274,2242.05966345588,2236.97653537289,2309.34958357281,2370.19491031465,2445.60927680924,2503.65734625083,2575.99240380072,2646.4450725076,2725.69229267033,2901.89552913946,3069.11516592975,3253.221058874,3525.43555804099,3781.52895693245,4019.43579284453,4239.70220839215,4469.99748445762,4765.86010917962,5067.36026505121,5370.86580208835,5700.23602764231,6038.92829875491,6253.10386034453
Vanuatu,VUT,2549.28795435969,2557.05381233243,2547.88243956258,2493.58878348779,2646.64963105534,2609.43420414273,2614.76963911403,2693.10851286522,2760.38439127164,2719.72995711938,2822.9171208383,2663.6004845733,2466.65497727428,2507.80681407387,2541.57986392185,2609.53986421055,2761.0236716848,2833.64304478738,2944.26145975446,2970.033065384,2948.03293729183,2915.29988538,2899.16441518651,2890.1893902081,2892.34160435097,2806.7896863444,2856.47531029292,2921.90867553046
"Venezuela, RB",VEN,14450.6838400955,15490.0764869912,16059.9759448218,15752.5068032958,15054.6577841796,15323.4983929262,14981.6252752361,15618.8395597621,15359.5228264995,14166.4648798175,14413.0633183409,14627.4273040916,13090.592055248,11860.7328607691,13785.2182204838,14948.1251071126,16149.480337739,17275.959356947,17897.0984623898,17053.9313125971,16544.9720552598,16981.3354907118,17678.81249659,17665.2399979234,16745.0219796981,,,
Vietnam,VNM,1452.87747911376,1507.19172776076,1603.9038221598,1699.22215313303,1815.27590521021,1954.77675441082,2104.50511173647,2244.3108444328,2343.44023905062,2426.28247873729,2562.10486507948,2692.12509731393,2833.77096342951,3000.31115552546,3196.29721493583,3405.67919485849,3609.68303701039,3831.24321744876,4009.95932073598,4185.01979241841,4408.16861192198,4632.76596523658,4821.13723082384,5024.43890182073,5264.82809971072,5554.85805564661,5837.62870356959,6171.8841923362
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,,,,,2723.37576494552,2789.676154135,2861.67416078742,3391.04716941806,4163.55277553834,4787.29838876357,4202.92258758099,3832.44534120597,3682.8042667274,3934.34528557283,4164.75445156748,4503.79806241483,4188.93979222333,4012.73978754507,3612.14208896949,4179.07000271679,4172.74568921544,4356.34182492654,4841.8134864687,4498.30220560149,4319.52828287882,4713.49958664497,4738.01542623788,4449.89832452996
"Yemen, Rep.",YEM,3327.10269673763,3367.63089383682,3462.46261597022,3423.3427544218,3485.5026195752,3532.14446630784,3563.55724735512,3631.24740786523,3738.3566464744,3771.92240843137,3893.82276112119,3928.64908482275,3969.06907674335,4002.93714125906,4046.56946584534,4155.37584199685,4170.09525004636,4192.21107137334,4227.58038721879,4272.81175228042,4478.7436902936,3805.23799409817,3793.41285709918,3872.78995681253,3766.8060009874,3060.44938473744,2579.55225662347,2369.05031032158
Zambia,ZMB,2341.93306322727,2280.71694422267,2184.88074527988,2275.01416184782,2025.75405831303,2029.48134857011,2096.66040411506,2115.31914491814,2047.09165670114,2081.72011805762,2102.98316943151,2154.86298406002,2191.96181380669,2282.29919076599,2378.30043901729,2482.58201771245,2607.13277632234,2748.85804755073,2881.81182531237,3060.06778933748,3279.27716144476,3361.11206867093,3509.41331946289,3576.68069115885,3632.50375331402,3627.20204093772,3652.15192618377,3665.37533675118
Zimbabwe,ZWE,2888.57906960244,2972.49428870126,2643.79217243828,2616.98952349702,2804.36662406426,2758.33124163929,2991.80717995763,3021.70555081466,3060.98027697988,2992.84943481421,2863.85467444036,2871.27460562669,2587.78613503471,2125.3143115204,1979.38549004557,1842.90071760682,1754.13414019482,1663.97729432377,1346.87595601836,1481.22011652854,1737.95796519725,1943.21132359878,2217.09755675785,2209.58536528166,2209.68084571899,2196.87049672932,2162.36692293021,2212.09991693219
